provincia,fecha,num_casos,num_casos_prueba_pcr,num_casos_prueba_test_ac,num_casos_prueba_ag,num_casos_prueba_elisa,num_casos_prueba_desconocida,num_hosp,num_uci,num_def,tmed,prec,tmin,tmax,wd,ws,ws_max,sol,mob_grocery_pharmacy,mob_parks,mob_residential,mob_retail_recreation,mob_transit_stations,mob_workplaces,mob_flujo
Asturias,2020-08-11,27,27,0,0,0,0,1,0,0,20.6,13,18.9,22.4,99,1.4,12.5,0.2,9,159,4,2,-22,-33,19.52
Sevilla,2020-08-11,62,62,0,0,0,0,3,0,0,27.6,0,22.2,32.9,24,5.3,12.8,11.2,-20,-20,5,-26,-44,-42,15.996666666666666
Barcelona,2020-08-12,855,852,0,1,2,0,23,3,3,28.2,0,25.2,31.3,99,5,9.7,9.1,-19,1,11,-30,-45,-57,19.34
Madrid,2020-08-12,1774,1774,0,0,0,0,127,8,7,21.4,0,14,28.7,20,3.1,12.5,11.6,-21,-2,10,-35,-51,-53,16.79
Málaga,2020-08-12,223,223,0,0,0,0,8,0,1,28.6,0,24.4,32.9,17,3.9,10.8,11,5,91,5,9,-17,-32,20.3
Asturias,2020-08-12,26,26,0,0,0,0,0,0,0,18,29.7,16.5,19.4,99,5.3,17.5,0,7,116,6,2,-27,-33,20.74
Sevilla,2020-08-12,53,53,0,0,0,0,2,1,0,24.9,0,19.6,30.2,99,5.3,10.3,12.9,-18,-11,5,-24,-45,-42,18.22
Barcelona,2020-08-13,856,852,0,2,2,0,21,0,7,27.3,0,24.1,30.5,99,4.4,8.9,9.3,-20,0,11,-32,-46,-58,17.9675
Madrid,2020-08-13,1728,1728,0,0,0,0,109,13,8,23.2,0,15.3,31,21,2.8,9.2,12.2,-25,-9,10,-40,-52,-54,15.295
Málaga,2020-08-13,211,211,0,0,0,0,11,0,0,27.6,0,22.6,32.7,28,3.9,9.7,12.4,4,95,4,7,-18,-33,19.045
Asturias,2020-08-13,17,17,0,0,0,0,0,0,0,19,0,16.2,21.9,28,2.8,10.8,8.4,13,253,2,10,-14,-31,19.794999999999998
Sevilla,2020-08-13,67,67,0,0,0,0,6,1,0,27.4,0,20.6,34.2,99,4.4,9.2,13,-20,-20,5,-27,-49,-42,16.57
Barcelona,2020-08-14,908,905,0,2,1,0,30,3,8,27.4,0,25,29.7,11,3.6,8.3,6.3,-19,-7,10,-38,-46,-57,16.595
Madrid,2020-08-14,2286,2286,0,0,0,0,158,12,8,25,0,16.6,33.5,22,2.2,11.7,12,-29,-23,9,-49,-54,-53,13.8
Málaga,2020-08-14,253,253,0,0,0,0,8,0,0,27.7,0,21.9,33.5,9,5.3,9.7,12.4,7,74,5,-3,-22,-31,17.79
Asturias,2020-08-14,22,22,0,0,0,0,1,0,0,19.2,0,15.2,23.2,99,3.1,7.8,7,15,182,2,-2,-17,-31,18.85
Sevilla,2020-08-14,102,102,0,0,0,0,1,0,0,27.2,0,19.3,35.2,99,2.5,9.7,13.1,-17,-28,5,-35,-51,-42,14.919999999999998
Barcelona,2020-08-15,586,585,0,1,0,0,20,1,7,26.4,0,22.8,30,24,4.7,10.3,10.2,-53,-7,2,-52,-44,-26,15.2225
Madrid,2020-08-15,1325,1324,0,0,0,1,115,10,7,23.4,0,16.5,30.4,22,5,13.3,12.6,-49,-23,0,-58,-52,-13,12.305
Málaga,2020-08-15,191,191,0,0,0,0,11,0,0,28.8,0,22.6,34.9,17,5,11.4,12.6,-19,67,2,-15,-18,-16,16.535
Asturias,2020-08-15,29,29,0,0,0,0,0,0,0,18.9,2,15.8,22,99,2.2,9.2,6.7,-29,114,3,-22,-22,-16,17.905
Sevilla,2020-08-15,76,76,0,0,0,0,5,1,0,25.2,0,18.7,31.7,99,4.7,12.5,13.1,-44,-36,0,-47,-51,-17,13.27
Barcelona,2020-08-16,509,505,0,3,1,0,15,1,3,27,0,23.8,30.2,11,4.7,10.3,8.9,-27,-15,-2,-47,-40,2,13.85
Madrid,2020-08-16,1104,1103,0,0,0,1,129,6,8,21.4,0,13.4,29.4,25,2.5,10.3,12.5,-28,-21,-4,-50,-50,16,10.81
Málaga,2020-08-16,227,227,0,0,0,0,5,1,0,29.7,0,23.9,35.5,27,6.7,13.3,12.6,68,32,-1,-7,-21,6,15.28
Asturias,2020-08-16,24,24,0,0,0,0,1,0,0,19.2,2.7,14.6,23.8,26,3.9,10.8,7.4,-4.5,118,-3,-3,-13,11,16.96
Sevilla,2020-08-16,49,49,0,0,0,0,4,1,1,25.6,0,18.7,32.5,21,3.6,10.3,13.2,-27,-45,-4,-43,-49,4,11.62
Barcelona,2020-08-17,854,838,0,4,12,0,23,2,6,26,0,22.6,29.3,15,3.9,8.9,11,-11,3,9,-28,-44,-59,15.603333333333333
Madrid,2020-08-17,1652,1652,0,0,0,0,144,11,6,21.6,0,13.4,29.8,22,3.3,11.7,11.1,-17,-3,8,-35,-50,-56,12.916666666666666
Málaga,2020-08-17,260,260,0,0,0,0,11,1,0,30.8,0,24.7,37,29,5.6,13.3,12.5,8,73,6,6,-19,-37,16.28
Asturias,2020-08-17,22,22,0,0,0,0,1,0,0,20.2,0.3,17,23.3,32,1.4,6.1,1.6,20,170,3,9,-17,-34,19.400000000000002
Sevilla,2020-08-17,88,88,0,0,0,0,4,1,0,26.6,0,19,34.2,22,3.9,9.7,13.2,-14,-16,4,-24,-46,-45,13.77
Barcelona,2020-08-18,932,923,0,6,3,0,39,5,6,27.1,0,24.9,29.3,99,4.2,8.9,1.9,-17,-3,11,-32,-45,-57,17.356666666666666
Madrid,2020-08-18,2905,2905,0,0,0,0,178,18,9,24.8,0,17.9,31.6,21,3.1,9.7,9.4,-24,-6,10,-40,-52,-54,15.023333333333333
Málaga,2020-08-18,269,269,0,0,0,0,6,4,1,27.7,0,22.1,33.3,26,3.9,10.8,12.3,7,91,5,5,-18,-35,17.28
Asturias,2020-08-18,31,31,0,0,0,0,1,0,0,21.2,2.1,17.2,25.1,99,3.1,7.8,1.2,13,216,2,8,-13,-31,21.84
Sevilla,2020-08-18,115,115,0,0,0,0,3,0,0,29.2,0,20.9,37.6,22,2.2,8.3,13.1,-19,-17,6,-28,-47,-43,15.92
Barcelona,2020-08-19,841,833,0,2,6,0,29,4,6,26.2,0,22.1,30.4,99,5.6,10.3,12.3,-21,5,11,-34,-45,-57,19.11
Madrid,2020-08-19,2870,2870,0,0,0,0,208,21,7,25,0,16.2,33.8,23,4.2,12.8,12.5,-26,-8,11,-41,-53,-54,17.13
Málaga,2020-08-19,214,214,0,0,0,0,7,0,1,26.1,0,21.4,30.8,29,3.1,7.2,12.1,-13,99,7,-7,-29,-46,18.28
Asturias,2020-08-19,29,29,0,0,0,0,0,0,0,25.1,1.9,17.8,32.4,29,2.2,16.4,7.7,4,207.5,0,3,-10,-31,24.28
Sevilla,2020-08-19,132,132,0,0,0,0,1,0,0,30.4,0,23.1,37.8,21,4.4,11.4,13.1,-21,-20,6,-30,-49,-44,18.07
Barcelona,2020-08-20,983,981,0,1,1,0,21,4,5,27,0,23.1,30.8,13,4.2,7.2,12.2,-22,1,11,-35,-46,-58,17.1875
Madrid,2020-08-20,2616,2616,0,0,0,0,180,16,10,25,0,14.4,35.7,23,3.9,13.9,11.1,-27,-10,11,-43,-54,-55,15.145
Málaga,2020-08-20,265,265,0,0,0,0,13,1,1,24.3,0,20.1,28.5,17,2.8,7.2,11.6,7,93,5,3,-21,-36,16.9775
Asturias,2020-08-20,33,33,0,0,0,0,0,0,0,19.7,0.7,15.9,23.5,11,2.5,7.8,3.6,13,199,4,7,-20,-33,22.2575
Sevilla,2020-08-20,105,105,0,0,0,0,4,0,0,28.1,0,18.6,37.6,26,3.9,10.3,13,-22,-23,6,-31,-51,-44,15.965
Barcelona,2020-08-21,940,933,0,6,1,0,26,1,2,27.6,0,23.8,31.3,13,3.6,9.2,9.2,-25,-6,11,-41,-47,-57,15.265
Madrid,2020-08-21,3802,3800,0,0,0,2,188,21,9,26.4,0,19.6,33.1,23,4.7,13.9,12,-32,-22,11,-52,-55,-54,13.16
Málaga,2020-08-21,305,305,0,0,0,0,12,1,2,28.2,0,19.6,36.9,99,3.9,8.9,12.1,-1,71,7,-8,-29,-35,15.675
Asturias,2020-08-21,30,30,0,0,0,0,1,0,0,19.2,0,15.1,23.3,23,2.8,9.2,8,5,199,2,-5,-16,-30,20.235
Sevilla,2020-08-21,95,95,0,0,0,0,6,0,0,28.2,0,19.4,37.1,21,3.9,10.8,12,-24,-32,7,-40,-53,-43,13.86
Barcelona,2020-08-22,614,612,0,0,2,0,22,2,7,27.8,0.6,24.7,30.8,36,4.4,8.9,11.2,-31,-9,1,-47,-41,-15,13.3425
Madrid,2020-08-22,1692,1690,0,1,0,1,169,12,8,26.3,0,18.5,34.1,23,2.8,8.3,12.4,-38,-26,1,-57,-51,-5,11.174999999999999
Málaga,2020-08-22,238,238,0,0,0,0,5,1,0,30.5,0,20.5,40.5,26,4.7,12.5,12.2,-6,57,2,-17,-25,-6,14.3725
Asturias,2020-08-22,35,35,0,0,0,0,0,0,0,18.6,0,15,22.2,33,2.5,6.7,11.5,-3,164,-2,-17,-16,-2,18.212500000000002
Sevilla,2020-08-22,110,110,0,0,0,0,4,0,0,30.4,0,21.8,38.9,23,1.9,8.3,12.9,-30,-40,1,-46,-52,-12,11.755
Barcelona,2020-08-23,523,519,0,4,0,0,20,4,8,26.6,1.2,23.6,29.7,22,4.4,11.7,4.2,-30,-18,-2,-47,-40,3,11.42
Madrid,2020-08-23,1243,1240,0,0,0,3,171,16,15,26.7,0,19,34.4,7,1.7,8.9,12.1,-32,-27,-2,-52,-52,14,9.19
Málaga,2020-08-23,256,256,0,0,0,0,11,0,1,26.2,0,22.1,30.4,11,4.4,9.2,10.6,54,27,-1,-14,-28,8,13.07
Asturias,2020-08-23,46,46,0,0,0,0,4,0,1,18.6,0,14.8,22.5,99,2.8,8.3,10.1,4.5,120,-4,-7,-14,12,16.19
Sevilla,2020-08-23,93,93,0,0,0,0,11,0,0,29.2,0,18.9,39.6,99,3.3,9.7,12.9,-33,-49,-3,-47,-51,1,9.65
Barcelona,2020-08-24,1004,996,0,5,3,0,36,3,12,25.5,0,22.4,28.6,99,4.2,10.3,4.9,-14,-1,10,-28,-42,-52,14.389999999999999
Madrid,2020-08-24,1928,1927,0,0,0,1,238,21,11,26.4,0,18.1,34.8,21,1.9,7.2,11,-20,-3,9,-35,-50,-53,12.106666666666666
Málaga,2020-08-24,285,285,0,0,0,0,14,0,1,27.3,0,23.9,30.7,99,3.6,8.3,8.3,-2,57,6,-1,-26,-34,15.103333333333333
Asturias,2020-08-24,51,51,0,0,0,0,1,0,0,19.8,0,15.9,23.6,99,4.7,9.7,11.1,12,227,1,7,-15,-29,18.413333333333334
Sevilla,2020-08-24,151,151,0,0,0,0,11,1,1,28.1,0,19,37.2,25,1.9,7.8,12.8,-19,-19,5,-26,-47,-43,12.53
Barcelona,2020-08-25,942,934,0,4,3,1,16,2,6,26.3,0,21.8,30.8,99,6.1,11.7,11.1,-16,2,10,-30,-41,-51,17.36
Madrid,2020-08-25,3853,3853,0,0,0,0,256,18,14,27.1,0,17.4,36.8,22,3.1,8.3,12.1,-23,-6,10,-39,-51,-53,15.023333333333333
Málaga,2020-08-25,274,274,0,0,0,0,23,1,0,27.2,0,23.8,30.5,14,2.8,7.8,9.8,-3,69,6,-2,-24,-33,17.136666666666667
Asturias,2020-08-25,38,38,0,0,0,0,2,0,0,20.8,0,16.3,25.3,99,3.1,7.8,10.9,5,259,0,-1,-16,-30,20.636666666666667
Sevilla,2020-08-25,141,141,0,0,0,0,9,2,0,30.5,0,21.9,39.1,99,2.5,7.2,12.7,-18,-19,6,-28,-46,-41,15.41
Barcelona,2020-08-26,1012,1004,0,6,1,1,24,2,8,27.1,0,23.5,30.7,21,4.7,8.9,11.5,-17,4,10,-31,-42,-50,20.33
Madrid,2020-08-26,3056,3055,0,1,0,0,234,14,11,27.4,0,17.1,37.8,24,2.8,9.7,12,-22,-9,11,-38,-51,-52,17.94
Málaga,2020-08-26,314,314,0,0,0,0,27,1,1,25.8,0,21.3,30.2,13,4.2,9.7,11.8,-3,65,6,-3,-26,-32,19.17
Asturias,2020-08-26,36,36,0,0,0,0,3,0,0,21.9,0,19.1,24.7,8,1.9,8.3,5.7,9,232,1,4,-17,-28,22.86
Sevilla,2020-08-26,146,146,0,0,0,0,4,1,0,31.2,0,22,40.3,22,2.8,8.9,12.5,-19,-23,6,-29,-48,-41,18.29
Barcelona,2020-08-27,966,959,0,4,2,1,31,4,7,27,0,23.3,30.7,22,3.9,8.9,10.5,-16,1,10,-29,-42,-50,18.792499999999997
Madrid,2020-08-27,3129,3127,0,0,0,2,218,24,14,28,0,18.3,37.7,21,2.2,11.7,11.9,-22,-11,11,-38,-51,-52,16.3825
Málaga,2020-08-27,249,249,0,0,0,0,13,3,0,26.3,0,21.4,31.2,12,4.4,8.3,11.5,-3,64,6,-4,-26,-32,18.035
Asturias,2020-08-27,36,36,0,0,0,0,4,0,0,20.8,1.9,17.5,24.1,99,2.2,9.7,9.1,6,209,2,0,-21,-30,20.86
Sevilla,2020-08-27,151,151,0,0,0,0,8,0,0,30,0,20.3,39.8,99,3.1,9.2,11.9,-20,-25,6,-29,-50,-41,16.6025
Barcelona,2020-08-28,947,940,0,2,5,0,33,3,9,26.4,13.5,22.4,30.4,10,4.2,15,8,-18,-12,11,-35,-43,-49,17.255
Madrid,2020-08-28,4311,4310,0,1,0,0,246,25,19,26,0,18.6,33.5,27,5.3,13.9,12,-25,-17,11,-45,-51,-51,14.825000000000001
Málaga,2020-08-28,362,362,0,0,0,0,18,2,1,30.2,0,20.9,39.6,99,4.4,12.5,11.3,-5,41,7,-13,-32,-30,16.900000000000002
Asturias,2020-08-28,45,45,0,0,0,0,6,0,0,17.3,11.3,13.8,20.8,29,6.9,15.3,7.9,0,111,4,-10,-24,-32,18.86
Sevilla,2020-08-28,148,148,0,0,0,0,5,0,1,29.4,0,22.1,36.8,28,5,13.9,12.1,-21,-27,6,-35,-50,-40,14.915
Barcelona,2020-08-29,505,502,0,3,0,0,23,3,7,21.1,1.8,17.8,24.4,8,2.8,12.5,1.7,-22,-40,6,-43,-45,-18,15.7175
Madrid,2020-08-29,1909,1908,0,0,0,1,211,18,11,19.4,0,14.3,24.5,34,5.8,13.9,9.6,-27,-18,1,-48,-46,-10,13.267500000000002
Málaga,2020-08-29,235,235,0,0,0,0,25,2,2,27,0,22.2,31.8,30,7.2,14.4,11.9,-8,32,2,-19,-28,-5,15.765
Asturias,2020-08-29,31,31,0,0,0,0,1,1,0,16.5,27.3,12.9,20.1,31,2.8,13.3,2.1,-8,10,6,-29,-40,-11,16.86
Sevilla,2020-08-29,118,118,0,0,0,0,5,1,0,24.9,0,18,31.8,35,5,11.7,12.5,-23,-33,1,-39,-48,-13,13.2275
Barcelona,2020-08-30,466,464,0,2,0,0,12,0,10,20.8,2.8,16.1,25.4,8,4.7,15,11.9,-21,-13,1,-38,-36,-2,14.18
Madrid,2020-08-30,1797,1797,0,0,0,0,169,16,11,17,0,9.2,24.7,36,3.6,9.7,9.9,-19,-11,-1,-40,-45,2,11.71
Málaga,2020-08-30,264,264,0,0,0,0,9,4,2,25,0,21.6,28.5,7,3.6,10.3,8,39,7,0,-19,-31,9,14.63
Asturias,2020-08-30,48,48,0,0,0,0,5,1,0,15,11.5,11.3,18.6,29,2.5,9.7,5.9,-1.5,26,1,-21,-33,3,14.86
Sevilla,2020-08-30,120,120,0,0,0,0,5,0,0,25.6,0,17.6,33.5,9,1.9,10.8,10.9,-25,-39,-3,-40,-46,-3,11.54
Barcelona,2020-08-31,917,914,0,2,1,0,32,2,6,20.8,0,15.7,26,99,5.6,10.8,12.3,-5,5,9,-18,-35,-45,16.923333333333332
Madrid,2020-08-31,2341,2341,0,0,0,0,211,16,19,18.4,0,10.2,26.5,20,2.5,8.3,8.5,-5,14,9,-20,-42,-51,14.89
Málaga,2020-08-31,330,330,0,0,0,0,23,1,1,24.2,0,20.8,27.6,12,3.3,9.7,11.5,-6,21,6,-7,-28,-30,16.023333333333333
Asturias,2020-08-31,37,37,0,0,0,0,4,0,0,15.8,0,10.2,21.3,20,4.2,8.9,7.9,5,122,2,-1,-22,-28,16.86
Sevilla,2020-08-31,160,160,0,0,0,0,16,2,2,26.2,0,18.1,34.4,6,4.2,10.3,12.6,-8,-9,5,-16,-40,-39,14.563333333333333
Barcelona,2020-09-01,995,986,0,2,7,0,36,5,8,22.1,1.3,17.3,26.9,99,3.1,7.2,7.6,-7,-6,10,-23,-34,-43,19.666666666666664
Madrid,2020-09-01,4393,4393,0,0,0,0,234,17,10,20.8,0,12.6,28.9,21,1.7,6.7,2.7,-8,10,10,-26,-40,-48,18.07
Málaga,2020-09-01,305,305,0,0,0,0,15,3,0,22.6,0,18.5,26.8,12,4.7,7.8,3.4,-3,28,5,-7,-24,-29,17.416666666666664
Asturias,2020-09-01,64,64,0,0,0,0,2,2,0,17.4,0,13.2,21.7,8,3.1,8.3,8.7,4,125,2,-4,-22,-27,18.86
Sevilla,2020-09-01,180,179,0,1,0,0,12,1,1,25.6,0,18.6,32.7,22,3.9,11.7,9,-8,0,5,-17,-35,-36,17.586666666666666
Barcelona,2020-09-02,863,855,0,5,3,0,22,2,6,22.9,0,19.2,26.6,23,5.3,10.8,10.8,-6,3,9,-21,-34,-42,22.41
Madrid,2020-09-02,3816,3815,0,1,0,0,265,13,22,23,0,15.3,30.7,99,2.2,7.2,11.7,-8,14,10,-24,-40,-48,21.25
Málaga,2020-09-02,253,253,0,0,0,0,18,2,3,22.6,0,17.4,27.7,12,3.9,7.2,11.8,-6,31,5,-9,-28,-29,18.81
Asturias,2020-09-02,55,55,0,0,0,0,2,0,0,17.2,0,12.7,21.7,7,2.8,9.2,11.6,3,177,1,-2,-19,-25,20.86
Sevilla,2020-09-02,154,154,0,0,0,0,27,1,3,26,0,17.5,34.5,22,1.4,8.3,12.4,-10,-4,5,-18,-38,-36,20.61
Barcelona,2020-09-03,894,888,0,3,3,0,24,2,11,23.5,0,19.3,27.7,19,3.9,8.9,10.1,-9,2,9,-22,-33,-42,20.84
Madrid,2020-09-03,3746,3744,0,1,0,1,255,21,26,23,0,13.3,32.7,22,1.9,7.8,11.4,-10,9,11,-27,-41,-48,19.365000000000002
Málaga,2020-09-03,248,248,0,0,0,0,25,4,1,23.7,0,19.3,28.1,11,4.2,9.7,10.9,-7,30,6,-10,-29,-30,17.7425
Asturias,2020-09-03,85,85,0,0,0,0,7,0,1,19.9,0,14.7,25.1,99,3.1,6.7,12.5,2,184,0,-4,-24,-27,19.175
Sevilla,2020-09-03,186,186,0,0,0,0,12,0,0,27.5,0,19.2,35.8,6,5,12.8,12.45,-12,-8,6,-20,-40,-36,18.6575
Barcelona,2020-09-04,970,964,0,2,4,0,38,2,10,24.4,0,20.3,28.4,22,4.7,8.3,11.8,-13,0,8,-26,-34,-40,19.27
Madrid,2020-09-04,4574,4572,0,1,0,1,259,23,23,24.4,0,15.5,33.3,99,1.9,6.7,11.4,-16,-3,9,-34,-41,-46,17.48
Málaga,2020-09-04,289,289,0,0,0,0,29,2,3,24.2,0,19.8,28.7,14,3.3,8.3,11.8,-7,25,6,-13,-31,-27,16.674999999999997
Asturias,2020-09-04,37,37,0,0,0,0,5,0,1,20,0,15.2,24.7,28,2.8,7.8,11.1,-4,140,0,-13,-22,-26,17.49
Sevilla,2020-09-04,239,239,0,0,0,0,20,3,1,29.6,0,22.6,36.7,8,3.9,11.4,12.5,-15,-16,5,-25,-40,-35,16.705
Barcelona,2020-09-05,581,578,0,1,2,0,25,0,6,24.2,0,20.5,28,21,3.9,7.2,10.7,-18,0,1,-33,-30,-12,17.7
Madrid,2020-09-05,2769,2765,0,4,0,0,215,18,8,24.7,0,14.8,34.6,25,1.7,9.2,11.2,-19,-4,2,-39,-38,-14,15.595
Málaga,2020-09-05,247,247,0,0,0,0,23,1,2,24.8,0,21.8,27.9,11,3.3,7.8,8.8,-9,22,2,-20,-29,-5,15.607499999999998
Asturias,2020-09-05,54,54,0,0,0,0,5,2,0,17.8,0.7,16,19.6,8,3.9,11.4,0,-3,21,3,-26,-37,-9,15.805
Sevilla,2020-09-05,202,202,0,0,0,0,19,1,1,28.8,0,20,37.7,21,2.8,8.3,12.3,-19,-29,1,-33,-43,-13,14.752500000000001
Barcelona,2020-09-06,450,447,0,1,2,0,24,2,8,24.4,62.7,18.9,30,10,3.9,12.5,11.1,-22,-3,-1,-37,-32,-4,16.13
Madrid,2020-09-06,2483,2481,0,2,0,0,168,21,14,24.9,0,15.8,34,99,2.5,9.7,10.8,-14,-4,0,-35,-41,-6,13.71
Málaga,2020-09-06,262,262,0,0,0,0,25,1,2,23.8,0,19.7,28,11,3.3,7.8,11.6,35,5,-1,-18,-34,10,14.54
Asturias,2020-09-06,30,30,0,0,0,0,6,1,0,17.4,0,15.5,19.3,99,3.9,8.3,1.6,7.5,34,1,-18,-31,3,14.12
Sevilla,2020-09-06,128,128,0,0,0,0,13,2,3,29.4,0,20.9,37.8,99,3.1,9.2,12.2,-4,-40,-2,-34,-41,-4,12.8
Barcelona,2020-09-07,799,796,0,0,3,0,27,3,7,20.6,9.7,16.7,24.4,26,4.4,10.8,4.3,-13,-21,10,-24,-36,-44,18.73
Madrid,2020-09-07,3221,3220,0,1,0,0,234,25,22,21.1,0,14,28.2,6,2.5,10.8,10.9,-2,17,9,-17,-36,-48,16.906666666666666
Málaga,2020-09-07,235,235,0,0,0,0,17,0,2,24.5,0,19.3,29.7,13,4.4,11.4,10,-5,21,5,-5,-30,-31,16.293333333333333
Asturias,2020-09-07,50,50,0,0,0,0,3,0,1,17,0,12.8,21.1,10,4.7,11.7,9.4,18,125,0,5,-22,-34,16.98
Sevilla,2020-09-07,199,199,0,0,0,0,25,2,0,28.9,0,20.7,37.1,99,3.3,8.9,12.1,-11,-2,5,-14,-34,-38,15.620000000000001
Barcelona,2020-09-08,835,827,0,4,4,0,41,3,5,21.3,34.9,15.8,26.8,10,5.8,14.4,0.5,-7,-9,9,-20,-31,-42,21.33
Madrid,2020-09-08,4748,4747,0,1,0,0,306,24,21,20.4,0,12.6,28.2,7,2.5,11.4,10.9,-6,14,10,-21,-36,-49,20.10333333333333
Málaga,2020-09-08,234,234,0,0,0,0,25,4,4,24.6,0,22.1,27,9,3.9,9.2,3.7,-25,29,9,-17,-37,-47,18.046666666666667
Asturias,2020-09-08,49,49,0,0,0,0,4,1,0,17,0,11.4,22.6,8,5.8,15.3,12.3,-71,174,5,-29,-38,-65,19.84
Sevilla,2020-09-08,232,232,0,0,0,0,23,2,0,27.8,0,20.6,35,25,2.8,9.7,11.3,-14,2,5,-14,-32,-39,18.44
Barcelona,2020-09-09,812,808,0,2,2,0,30,0,7,20.6,25.1,17.3,23.8,99,3.6,9.2,1.4,-12,-28,11,-27,-36,-41,23.93
Madrid,2020-09-09,4830,4830,0,0,0,0,281,19,15,21,0,11.7,30.2,99,2.5,5.8,10.6,-5,14,10,-23,-36,-46,23.3
Málaga,2020-09-09,220,220,0,0,0,0,25,1,3,23.9,0,19.8,28,13,4.2,8.3,11.4,0,16,5,-8,-27,-28,19.8
Asturias,2020-09-09,71,71,0,0,0,0,5,1,0,17.8,0,13.3,22.3,8,2.5,7.8,12,14,155,0,-3,-19,-25,22.7
Sevilla,2020-09-09,261,261,0,0,0,0,23,4,4,28,0,20.7,35.2,23,2.5,7.8,11.600000000000001,-5,-2,5,-15,-34,-35,21.26
Barcelona,2020-09-10,907,899,0,4,3,1,31,2,11,22,2,17.3,26.6,25,5,9.7,8.1,7,-5,6,-15,-28,-40,21.815
Madrid,2020-09-10,4252,4249,0,3,0,0,288,17,25,23.8,0,16,31.7,36,1.4,6.7,10.5,-7,12,10,-25,-37,-47,20.985
Málaga,2020-09-10,244,244,0,0,0,0,15,4,4,23.8,0,18.1,29.5,12,5,9.2,10.8,-5,24,5,-10,-28,-29,18.2625
Asturias,2020-09-10,52,52,0,0,0,0,5,0,0,18.6,0,14.7,22.4,99,3.3,7.8,12,5,143,0,-4,-22,-27,21.725
Sevilla,2020-09-10,247,247,0,0,0,0,30,2,3,28.2,0,20.4,36,99,1.1,6.7,11.9,-6,-3,5,-16,-37,-36,18.9125
Barcelona,2020-09-11,548,546,0,1,1,0,34,4,7,24,0,19.2,28.8,1,3.3,7.8,10.6,-65,12,19,-50,-50,-78,19.7
Madrid,2020-09-11,5197,5197,0,0,0,0,329,25,25,24,0,15.3,32.7,36,1.7,6.7,10.1,-14,4,9,-31,-37,-45,18.67
Málaga,2020-09-11,291,291,0,0,0,0,15,3,5,23.1,0,17.6,28.6,11,3.3,7.2,9.7,-7,18,5,-15,-31,-27,16.725
Asturias,2020-09-11,74,74,0,0,0,0,6,1,2,19.4,0,15.8,23.1,9,3.6,9.2,8.4,0,98,0,-12,-20,-26,20.75
Sevilla,2020-09-11,307,306,0,1,0,0,22,2,4,27.4,0,20.2,34.7,29,2.2,7.2,11.3,-12,-10,5,-23,-35,-34,16.565
Barcelona,2020-09-12,530,530,0,0,0,0,25,2,3,24.8,0,20,29.7,99,3.9,7.8,11.1,-8,-3,1,-31,-31,-16,17.585
Madrid,2020-09-12,3340,3339,0,0,0,1,310,22,35,24.6,0,15.3,34,99,0.8,5,9.9,-18,6,3,-37,-36,-15,16.355
Málaga,2020-09-12,200,200,0,0,0,0,12,2,2,24.8,0,18.4,31.1,29,3.6,7.8,9,-11,17,2,-21,-32,-3,15.1875
Asturias,2020-09-12,65,65,0,0,0,0,1,1,0,20.9,0,17.8,24,8,4.4,10.3,6.1,-5,87,-2,-20,-23,-5,19.775
Sevilla,2020-09-12,228,228,0,0,0,0,25,1,3,29,0,20.1,38,99,3.3,10.3,10.4,-17,-25,1,-31,-38,-13,14.2175
Barcelona,2020-09-13,448,442,0,1,5,0,25,3,4,25.4,0,20.5,30.4,99,3.3,6.7,11.5,-19,-3,-2,-38,-30,-5,15.47
Madrid,2020-09-13,2631,2631,0,0,0,0,238,18,27,25.6,0,17.1,34.2,19,2.5,10.3,6.9,-15,1,1,-35,-40,-9,14.04
Málaga,2020-09-13,169,169,0,0,0,0,20,2,5,26.4,0,22.5,30.2,16,2.2,7.8,4.7,24,-4,0,-24,-36,7,13.65
Asturias,2020-09-13,74,74,0,0,0,0,3,0,0,23.7,0,17,30.4,99,3.3,7.2,9.8,-2,89,-6,-15,-21,5,18.8
Sevilla,2020-09-13,204,203,0,1,0,0,31,0,3,30,0,23.3,36.6,28,3.6,11.4,9.2,-24,-36,0,-37,-41,-9,11.87
Barcelona,2020-09-14,872,867,0,4,1,0,42,1,14,24.5,0,19.4,29.6,99,3.9,7.2,10.8,1,5,6,-16,-25,-37,18.98
Madrid,2020-09-14,3706,3702,0,4,0,0,320,26,23,24.2,4.8,17.1,31.4,16,1.4,13.9,2.8,-8,14,9,-21,-35,-45,17.243333333333332
Málaga,2020-09-14,221,221,0,0,0,0,12,2,6,25.6,0,21.9,29.2,12,2.2,7.8,5.4,-8,5,5,-12,-30,-25,15.809999999999999
Asturias,2020-09-14,91,91,0,0,0,0,9,1,1,21.1,1.9,18.1,24.1,99,0.8,5.8,3.3,1,72,1,-6,-20,-24,20.106666666666666
Sevilla,2020-09-14,318,317,0,1,0,0,37,1,3,28.4,0.2,23.4,33.5,21,3.3,10.3,8.8,-6,0,5,-13,-30,-33,14.916666666666666
Barcelona,2020-09-15,999,991,0,3,5,0,51,6,5,23.8,0,19.8,27.7,99,3.9,7.8,9.4,-3,2,7,-20,-24,-36,22.490000000000002
Madrid,2020-09-15,5024,5022,0,2,0,0,379,28,32,23.8,0,18.2,29.4,16,1.1,8.9,9,-7,13,10,-24,-35,-44,20.446666666666665
